Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Vehicle Class,Fuel Type
2.0,4,9.2,31,217,MID-SIZE,X
1.5,4,8.4,34,197,MID-SIZE,X
1.5,4,8.0,35,188,MID-SIZE,X
2.0,4,8.9,32,210,MID-SIZE,X
2.5,4,8.9,32,209,MID-SIZE,X
2.0,4,9.3,30,220,MID-SIZE,X
2.0,4,5.5,51,130,MID-SIZE,X
2.3,4,9.4,30,219,SUBCOMPACT,X
2.3,4,9.2,31,217,SUBCOMPACT,X
3.7,6,10.7,26,253,SUBCOMPACT,X
3.7,6,11.2,25,264,SUBCOMPACT,X
5.0,8,12.4,23,292,SUBCOMPACT,X
5.0,8,12.7,22,298,SUBCOMPACT,X
2.3,4,10.0,28,234,SUBCOMPACT,X
5.0,8,13.0,22,304,SUBCOMPACT,X
5.2,8,14.2,20,334,SUBCOMPACT,Z
3.5,6,14.6,19,342,VAN - PASSENGER,X
3.7,6,15.2,19,356,VAN - PASSENGER,X
3.7,6,21.0,13,345,VAN - PASSENGER,E
2.0,4,10.1,28,237,FULL-SIZE,X
3.5,6,11.1,25,260,FULL-SIZE,X
3.5,6,14.9,19,248,FULL-SIZE,E
3.5,6,12.5,23,293,FULL-SIZE,X
3.5,6,12.4,23,291,FULL-SIZE,X
3.5,6,16.3,17,271,FULL-SIZE,E
1.6,4,9.5,30,223,SPECIAL PURPOSE VEHICLE,X
2.5,4,10.4,27,243,SPECIAL PURPOSE VEHICLE,X
2.5,4,14.2,20,233,SPECIAL PURPOSE VEHICLE,E
2.5,4,10.7,26,252,SPECIAL PURPOSE VEHICLE,X
2.5,4,14.6,19,240,SPECIAL PURPOSE VEHICLE,E
6.2,8,14.0,20,327,PICKUP TRUCK - STANDARD,Z
6.2,8,13.8,20,323,SUV - STANDARD,Z
6.2,8,14.3,20,334,SUV - STANDARD,Z
2.4,4,8.9,32,207,MID-SIZE,X
3.5,6,9.5,30,223,MID-SIZE,X
3.5,6,10.9,26,253,MID-SIZE,X
2.4,4,7.6,37,177,MID-SIZE,X
3.5,6,9.4,30,219,MID-SIZE,X
2.4,4,8.0,35,187,MID-SIZE,X
1.5,4,6.7,42,155,COMPACT,X
2.0,4,6.9,41,162,COMPACT,X
2.0,4,7.7,37,179,COMPACT,X
1.5,4,6.7,42,157,MID-SIZE,X
2.0,4,6.9,41,162,MID-SIZE,X
2.0,4,7.5,38,176,MID-SIZE,X
2.4,4,7.9,36,186,SUV - SMALL,X
2.4,4,8.6,33,202,SUV - SMALL,X
1.5,4,6.8,42,157,TWO-SEATER,X
1.5,4,7.3,39,169,TWO-SEATER,X
1.5,4,6.4,44,150,STATION WAGON - SMALL,X
1.5,4,6.8,42,158,STATION WAGON - SMALL,X
1.5,4,7.3,39,171,STATION WAGON - SMALL,X
1.8,4,7.6,37,177,SUV - SMALL,X
1.8,4,8.3,34,193,SUV - SMALL,X
1.8,4,8.1,35,190,SUV - SMALL,X
3.5,6,10.6,27,250,MINIVAN,X
3.5,6,10.8,26,253,SUV - SMALL,X
3.5,6,11.3,25,265,SUV - SMALL,X
3.5,6,11.0,26,257,SUV - SMALL,X
1.6,4,7.7,37,179,COMPACT,X
1.6,4,7.6,37,176,COMPACT,X
1.8,4,7.5,38,176,MID-SIZE,X
1.8,4,7.7,37,180,MID-SIZE,X
2.0,4,8.3,34,194,MID-SIZE,X
2.0,4,8.5,33,198,MID-SIZE,X
2.0,4,8.6,33,203,MID-SIZE,X
2.0,4,8.6,33,202,MID-SIZE,X
5.0,8,13.3,21,312,FULL-SIZE,Z
3.8,6,12.1,23,285,FULL-SIZE,X
5.0,8,14.2,20,332,FULL-SIZE,Z
3.8,6,12.2,23,284,SUBCOMPACT,Z
3.8,6,12.1,23,283,SUBCOMPACT,Z
3.3,6,11.3,25,265,SUV - SMALL,X
3.3,6,11.5,25,269,SUV - SMALL,X
2.4,4,10.3,27,239,SUV - SMALL,X
2.0,4,11.5,25,266,SUV - SMALL,X
2.4,4,11.1,25,257,SUV - SMALL,X
3.3,6,12.5,23,295,SUV - SMALL,X
2.0,4,9.1,31,214,FULL-SIZE,X
2.4,4,8.1,35,191,FULL-SIZE,X
2.4,4,8.6,33,204,FULL-SIZE,X
2.0,4,5.6,50,133,MID-SIZE,X
2.0,4,5.8,49,136,MID-SIZE,X
2.0,4,9.0,31,211,SUV - SMALL,X
1.6,4,9.2,31,219,SUV - SMALL,X
2.0,4,10.1,28,240,SUV - SMALL,X
1.6,4,7.5,38,177,COMPACT,X
1.6,4,7.8,36,186,COMPACT,X
1.6,4,8.3,34,197,COMPACT,X
2.0,4,9.1,31,214,MID-SIZE,Z
3.0,6,10.3,27,242,MID-SIZE,Z
2.0,4,9.6,29,226,MID-SIZE,Z
3.0,6,10.6,27,249,MID-SIZE,Z
3.0,6,11.1,25,262,MID-SIZE,Z
3.0,6,10.8,26,256,MID-SIZE,Z
3.5,6,7.7,37,181,COMPACT,Z
3.5,6,8.2,34,193,COMPACT,Z
3.7,6,11.6,24,274,MID-SIZE,Z
5.6,8,12.8,22,300,MID-SIZE,Z
3.5,6,7.5,38,177,MID-SIZE,Z
3.7,6,11.9,24,279,STATION WAGON - SMALL,Z
3.5,6,10.3,27,242,SUV - SMALL,Z
3.5,6,10.7,26,252,SUV - SMALL,Z
2.5,4,8.7,32,204,SUV - STANDARD,X
3.7,6,12.8,22,301,SUV - SMALL,Z
5.6,8,15.1,19,354,SUV - STANDARD,Z
3.0,6,10.5,27,246,TWO-SEATER,Z
3.0,6,12.6,22,296,TWO-SEATER,Z
5.0,8,12.8,22,302,TWO-SEATER,Z
5.0,8,13.3,21,311,TWO-SEATER,Z
3.0,6,10.8,26,254,TWO-SEATER,Z
3.0,6,12.9,22,302,TWO-SEATER,Z
3.0,6,11.3,25,264,TWO-SEATER,Z
3.0,6,10.3,27,241,MID-SIZE,Z
3.0,6,11.7,24,275,FULL-SIZE,Z
3.0,6,11.9,24,279,FULL-SIZE,Z
5.0,8,13.3,21,313,FULL-SIZE,Z
2.4,4,9.5,30,223,SUV - SMALL,X
2.4,4,12.9,22,213,SUV - SMALL,E
3.2,6,9.9,29,233,SUV - SMALL,X
2.4,4,10.0,28,233,SUV - SMALL,X
2.4,4,13.7,21,226,SUV - SMALL,E
3.2,6,10.2,28,240,SUV - SMALL,X
2.4,4,10.1,28,238,SUV - SMALL,X
3.2,6,10.9,26,256,SUV - SMALL,X
2.4,4,10.9,26,255,SUV - SMALL,X
3.2,6,10.8,26,253,SUV - SMALL,X
2.0,4,10.0,28,234,SUV - SMALL,X
2.0,4,9.2,31,214,SUV - SMALL,X
2.4,4,9.3,30,218,SUV - SMALL,X
2.4,4,10.5,27,248,SUV - SMALL,X
2.4,4,9.7,29,228,SUV - SMALL,X
2.4,4,11.1,25,259,SUV - SMALL,X
6.4,8,15.8,18,370,SUV - STANDARD,Z
1.4,4,8.8,32,207,SUV - SMALL,X
2.4,4,9.4,30,220,SUV - SMALL,X
2.4,4,12.2,23,201,SUV - SMALL,E
1.4,4,8.8,32,203,SUV - SMALL,X
2.4,4,9.8,29,229,SUV - SMALL,X
3.6,6,12.8,22,299,SUV - SMALL,X
3.6,6,13.4,21,314,SUV - SMALL,X
3.6,6,13.4,21,312,SUV - SMALL,X
3.3,6,10.7,26,251,FULL-SIZE,X
1.8,4,7.6,37,179,MID-SIZE,X
1.8,4,7.9,36,186,MID-SIZE,X
2.0,4,8.3,34,196,MID-SIZE,X
1.6,4,9.7,29,228,FULL-SIZE,X
1.6,4,9.8,29,227,FULL-SIZE,X
2.0,4,8.5,33,199,FULL-SIZE,X
2.0,4,8.4,34,197,FULL-SIZE,X
1.6,4,9.4,30,218,COMPACT,X
1.6,4,9.6,29,222,COMPACT,X
2.0,4,8.6,33,200,COMPACT,X
2.0,4,8.8,32,206,COMPACT,X
3.8,6,11.8,24,278,FULL-SIZE,X
5.0,8,13.4,21,318,FULL-SIZE,X
1.6,4,7.4,38,175,FULL-SIZE,X
2.0,4,9.3,30,222,FULL-SIZE,X
2.4,4,8.1,35,193,FULL-SIZE,X
2.4,4,6.3,45,147,MID-SIZE,X
2.4,4,6.4,44,150,MID-SIZE,X
1.6,4,7.7,37,178,COMPACT,X
2.0,4,9.0,31,214,STATION WAGON - MID-SIZE,X
2.0,4,9.3,30,220,STATION WAGON - MID-SIZE,X
3.3,6,11.6,24,275,MINIVAN,X
3.3,6,11.4,25,269,MINIVAN,X
3.3,6,12.5,23,296,MINIVAN,X
2.0,4,10.3,27,245,SUV - SMALL,X
2.4,4,9.8,29,233,SUV - SMALL,X
2.0,4,10.9,26,259,SUV - SMALL,X
2.4,4,10.4,27,245,SUV - SMALL,X
3.3,6,11.6,24,275,SUV - SMALL,X
1.6,4,8.9,32,206,STATION WAGON - SMALL,X
1.6,4,9.0,31,208,STATION WAGON - SMALL,X
2.0,4,8.8,32,208,STATION WAGON - SMALL,X
2.4,4,10.0,28,231,SUV - SMALL,X
2.4,4,11.3,25,261,SUV - SMALL,X
2.0,4,11.3,25,261,SUV - SMALL,X
2.4,4,10.8,26,251,SUV - SMALL,X
6.5,12,17.9,16,420,TWO-SEATER,Z
6.5,12,19.3,15,452,TWO-SEATER,Z
5.2,10,14.2,20,331,TWO-SEATER,Z
5.2,10,14.6,19,340,TWO-SEATER,Z
3.0,6,14.3,20,336,SUV - STANDARD,Z
3.0,6,12.4,23,291,SUV - STANDARD,Z
3.0,6,9.4,30,254,SUV - STANDARD,D
5.0,8,15.1,19,356,SUV - STANDARD,Z
5.0,8,14.7,19,344,SUV - STANDARD,Z
2.0,4,9.7,29,229,SUV - SMALL,Z
1.8,4,5.7,50,132,COMPACT,X
2.5,4,5.9,48,139,MID-SIZE,X
3.5,6,9.7,29,225,MID-SIZE,X
2.0,4,9.0,31,212,MID-SIZE,Z
2.0,4,9.7,29,227,MID-SIZE,Z
3.5,6,10.2,28,237,MID-SIZE,Z
3.5,6,10.9,26,254,MID-SIZE,Z
3.5,6,10.7,26,251,MID-SIZE,Z
3.5,6,7.6,37,177,MID-SIZE,Z
5.0,8,12.5,23,293,COMPACT,Z
4.6,8,13.9,20,322,SUV - STANDARD,Z
2.0,4,9.0,31,212,COMPACT,Z
3.5,6,11.1,25,258,COMPACT,Z
3.5,6,10.6,27,246,COMPACT,Z
4.6,8,12.3,23,286,MID-SIZE,Z
4.6,8,12.9,22,303,MID-SIZE,Z
5.0,8,11.5,25,268,MID-SIZE,Z
5.7,8,15.9,18,371,SUV - STANDARD,Z
2.0,4,9.6,29,225,SUV - SMALL,Z
2.5,4,7.4,38,172,SUV - SMALL,X
2.0,4,9.0,31,214,SUBCOMPACT,Z
3.5,6,11.1,25,258,SUBCOMPACT,Z
3.5,6,10.6,27,246,SUBCOMPACT,Z
5.0,8,12.6,22,289,SUBCOMPACT,Z
3.5,6,10.7,26,251,SUV - SMALL,X
3.5,6,8.0,35,186,SUV - STANDARD,Z
2.0,4,10.9,26,256,SUV - SMALL,X
2.3,4,11.1,25,261,SUV - SMALL,X
3.7,6,12.2,23,287,FULL-SIZE,X
2.0,4,11.4,25,268,SPECIAL PURPOSE VEHICLE,X
3.7,6,12.7,22,298,SPECIAL PURPOSE VEHICLE,X
2.7,6,12.1,23,283,SUV - SMALL,X
3.7,6,12.5,23,293,SUV - SMALL,X
3.7,6,10.9,26,257,MID-SIZE,X
3.7,6,11.9,24,279,MID-SIZE,X
3.5,6,14.4,20,339,SUV - STANDARD,X
3.0,6,12.2,23,286,MID-SIZE,Z
3.0,6,12.5,23,293,MID-SIZE,Z
3.0,6,12.6,22,295,MID-SIZE,Z
4.7,8,15.1,19,357,SUBCOMPACT,Z
4.7,8,15.2,19,360,SUBCOMPACT,Z
3.8,8,14.0,20,322,FULL-SIZE,Z
3.0,6,12.9,22,300,FULL-SIZE,Z
3.0,6,12.9,22,302,FULL-SIZE,Z
2.0,4,7.6,37,179,COMPACT,X
2.0,4,8.1,35,189,COMPACT,X
2.0,4,8.2,34,192,SUV - SMALL,X
2.5,4,8.1,35,190,SUV - SMALL,X
2.0,4,8.0,35,188,SUV - SMALL,X
2.0,4,8.5,33,199,SUV - SMALL,X
2.5,4,9.0,31,210,SUV - SMALL,X
2.0,4,7.0,40,165,COMPACT,X
2.5,4,7.4,38,173,COMPACT,X
2.5,4,7.2,39,169,COMPACT,X
2.5,4,8.0,35,189,COMPACT,X
2.0,4,7.0,40,165,MID-SIZE,X
2.0,4,7.1,40,167,MID-SIZE,X
2.5,4,7.7,37,182,MID-SIZE,X
2.5,4,7.2,39,170,MID-SIZE,X
2.5,4,8.1,35,190,MID-SIZE,X
2.5,4,9.7,29,226,MINIVAN,X
2.5,4,9.8,29,229,MINIVAN,X
2.5,4,7.6,37,178,MID-SIZE,X
2.5,4,7.3,39,171,MID-SIZE,X
2.5,4,8.1,35,188,MID-SIZE,X
2.0,4,7.8,36,183,TWO-SEATER,Z
4.0,8,11.7,24,268,COMPACT,Z
5.5,8,13.1,22,308,COMPACT,Z
5.5,8,13.3,21,310,MID-SIZE,Z
5.5,8,13.3,21,310,STATION WAGON - MID-SIZE,Z
5.5,8,18.5,15,417,SUV - STANDARD,Z
6.0,12,21.4,13,476,SUV - STANDARD,Z
5.5,8,16.3,17,369,SUV - STANDARD,Z
2.0,4,9.3,30,216,SUV - SMALL,Z
5.5,8,15.6,18,366,SUV - STANDARD,Z
5.5,8,15.2,19,363,SUV - STANDARD,Z
4.0,8,12.8,22,303,TWO-SEATER,Z
5.5,8,13.2,21,313,FULL-SIZE,Z
5.5,8,13.0,22,313,COMPACT,Z
6.0,12,15.5,18,361,FULL-SIZE,Z
6.0,12,15.0,19,355,COMPACT,Z
5.5,8,12.4,23,298,TWO-SEATER,Z
6.0,12,14.2,20,335,TWO-SEATER,Z
5.5,8,10.6,27,252,TWO-SEATER,Z
2.0,4,8.0,35,188,MID-SIZE,Z
2.0,4,8.9,32,206,MID-SIZE,Z
3.0,6,10.4,27,231,COMPACT,Z
2.0,4,8.1,35,188,COMPACT,Z
2.0,4,8.6,33,198,COMPACT,Z
2.0,4,11.6,24,198,COMPACT,E
3.0,6,10.7,26,252,COMPACT,Z
4.7,8,11.7,24,277,COMPACT,Z
3.5,6,10.2,28,240,MID-SIZE,Z
3.0,6,10.4,27,244,MID-SIZE,Z
3.0,6,10.2,28,239,SUBCOMPACT,Z
3.0,6,10.8,26,253,STATION WAGON - MID-SIZE,Z
3.0,6,10.0,28,233,SUBCOMPACT,Z
4.7,8,11.4,25,270,MID-SIZE,Z
4.7,8,11.7,24,275,SUBCOMPACT,Z
4.7,8,11.4,25,268,SUBCOMPACT,Z
5.5,8,17.9,16,401,SUV - STANDARD,Z
3.0,6,12.0,24,322,SUV - STANDARD,D
3.0,6,14.0,20,298,SUV - STANDARD,Z
4.7,8,15.5,18,365,SUV - STANDARD,Z
2.0,4,8.7,32,203,SUV - SMALL,Z
3.0,6,9.2,31,246,SUV - STANDARD,D
3.0,6,9.4,30,253,SUV - STANDARD,D
3.0,6,12.0,24,282,SUV - STANDARD,Z
3.0,6,12.0,24,281,SUV - STANDARD,Z
4.7,8,14.2,20,335,SUV - STANDARD,Z
6.0,12,15.3,18,359,FULL-SIZE,Z
2.0,4,10.2,28,233,SPECIAL PURPOSE VEHICLE,Z
2.0,4,10.9,26,248,SPECIAL PURPOSE VEHICLE,Z
3.0,6,10.8,26,253,MID-SIZE,Z
4.7,8,12.2,23,294,MID-SIZE,Z
4.7,8,12.5,23,287,FULL-SIZE,Z
4.7,8,12.3,23,289,COMPACT,Z
6.0,12,14.5,19,340,FULL-SIZE,Z
4.7,8,12.3,23,289,TWO-SEATER,Z
2.0,4,8.5,33,199,TWO-SEATER,Z
3.5,6,9.8,29,229,TWO-SEATER,Z
1.5,3,7.7,37,181,SUBCOMPACT,Z
1.5,3,7.3,39,172,SUBCOMPACT,Z
1.5,3,7.2,39,170,SUBCOMPACT,Z
1.5,3,8.3,34,195,MID-SIZE,Z
1.5,3,8.2,34,194,MID-SIZE,Z
1.5,3,7.7,37,181,MINICOMPACT,Z
1.5,3,7.2,39,170,MINICOMPACT,Z
2.0,4,8.2,34,193,SUBCOMPACT,Z
2.0,4,8.7,32,203,SUBCOMPACT,Z
2.0,4,8.5,33,198,MID-SIZE,Z
2.0,4,9.2,31,215,MID-SIZE,Z
2.0,4,8.5,33,198,MINICOMPACT,Z
2.0,4,8.7,32,203,MINICOMPACT,Z
1.6,4,9.0,31,212,COMPACT,Z
1.6,4,8.6,33,201,COMPACT,Z
2.0,4,8.5,33,199,SUBCOMPACT,Z
2.0,4,9.2,31,214,SUBCOMPACT,Z
2.0,4,7.8,36,181,COMPACT,X
2.0,4,8.4,34,198,COMPACT,X
2.4,4,8.8,32,204,COMPACT,X
2.4,4,9.2,31,217,COMPACT,X
2.4,4,9.1,31,210,COMPACT,X
2.0,4,8.3,34,191,STATION WAGON - SMALL,X
2.0,4,8.7,32,203,STATION WAGON - SMALL,X
1.2,3,5.9,48,139,COMPACT,X
1.2,3,6.3,45,147,COMPACT,X
2.4,4,8.4,34,193,SUV - SMALL,X
2.4,4,9.0,31,207,SUV - SMALL,X
3.0,6,10.4,27,238,SUV - SMALL,Z
2.0,4,8.7,32,202,SUV - SMALL,X
2.4,4,9.6,29,223,SUV - SMALL,X
3.7,6,11.1,25,260,TWO-SEATER,Z
3.7,6,11.5,25,269,TWO-SEATER,Z
3.7,6,11.5,25,270,TWO-SEATER,Z
3.7,6,11.8,24,278,TWO-SEATER,Z
2.5,4,7.5,38,176,MID-SIZE,X
3.5,6,9.0,31,212,MID-SIZE,X
2.5,4,7.7,37,181,MID-SIZE,X
2.5,4,12.1,23,285,PICKUP TRUCK - SMALL,X
2.5,4,11.3,25,266,PICKUP TRUCK - SMALL,X
4.0,6,12.7,22,300,PICKUP TRUCK - SMALL,X
4.0,6,13.7,21,322,PICKUP TRUCK - SMALL,X
4.0,6,13.3,21,313,PICKUP TRUCK - SMALL,X
3.8,6,12.6,22,294,SUBCOMPACT,Z
1.6,4,7.9,36,186,STATION WAGON - SMALL,Z
1.6,4,7.8,36,183,STATION WAGON - SMALL,Z
1.6,4,8.2,34,194,STATION WAGON - SMALL,Z
1.6,4,8.3,34,194,STATION WAGON - SMALL,Z
1.6,4,8.8,32,208,STATION WAGON - SMALL,Z
3.5,6,9.5,30,223,MID-SIZE,Z
1.6,4,7.8,36,184,COMPACT,X
1.6,4,7.7,37,182,COMPACT,X
3.5,6,9.8,29,230,STATION WAGON - MID-SIZE,X
3.5,6,9.9,29,232,STATION WAGON - MID-SIZE,X
3.5,6,10.4,27,245,SUV - SMALL,X
3.5,6,11.0,26,258,SUV - SMALL,X
2.5,4,8.2,34,194,SUV - SMALL,X
2.5,4,8.6,33,201,SUV - SMALL,X
1.8,4,7.2,39,167,MID-SIZE,X
1.8,4,7.9,36,184,MID-SIZE,X
1.6,4,6.8,42,161,MID-SIZE,X
1.6,4,7.6,37,179,MID-SIZE,X
3.4,6,10.1,28,238,MINICOMPACT,Z
3.4,6,10.6,27,249,MINICOMPACT,Z
3.4,6,10.1,28,236,MINICOMPACT,Z
3.4,6,10.7,26,251,MINICOMPACT,Z
3.8,6,11.0,26,259,MINICOMPACT,Z
3.8,6,11.2,25,262,MINICOMPACT,Z
3.8,6,11.1,25,260,MINICOMPACT,Z
3.8,6,11.6,24,272,MINICOMPACT,Z
3.8,6,10.5,27,245,MINICOMPACT,Z
3.8,6,10.7,26,252,MINICOMPACT,Z
3.8,6,10.6,27,250,MINICOMPACT,Z
3.8,6,10.9,26,255,MINICOMPACT,Z
3.4,6,10.2,28,240,MINICOMPACT,Z
3.4,6,10.5,27,246,MINICOMPACT,Z
3.4,6,10.9,26,257,MINICOMPACT,Z
3.8,6,11.3,25,265,MINICOMPACT,Z
3.8,6,11.4,25,268,MINICOMPACT,Z
3.8,6,10.7,26,251,MINICOMPACT,Z
3.8,6,11.0,26,258,MINICOMPACT,Z
3.8,6,11.0,26,257,MINICOMPACT,Z
3.8,6,14.0,20,329,TWO-SEATER,Z
4.0,6,14.3,20,334,TWO-SEATER,Z
3.4,6,10.8,26,253,MINICOMPACT,Z
3.4,6,11.1,25,261,MINICOMPACT,Z
3.8,6,11.2,25,260,MINICOMPACT,Z
3.8,6,11.4,25,267,MINICOMPACT,Z
3.8,6,11.9,24,278,MINICOMPACT,Z
2.7,6,9.2,31,217,TWO-SEATER,Z
2.7,6,9.9,29,232,TWO-SEATER,Z
3.4,6,9.5,30,222,TWO-SEATER,Z
3.4,6,10.7,26,250,TWO-SEATER,Z
3.4,6,9.8,29,230,TWO-SEATER,Z
3.4,6,10.4,27,245,TWO-SEATER,Z
3.8,6,11.6,24,272,TWO-SEATER,Z
3.6,6,11.8,24,277,SUV - STANDARD,Z
3.0,6,9.8,29,270,SUV - STANDARD,D
3.6,6,12.8,22,300,SUV - STANDARD,Z
4.8,8,14.2,20,334,SUV - STANDARD,Z
4.8,8,14.3,20,336,SUV - STANDARD,Z
3.8,6,11.8,24,277,TWO-SEATER,Z
3.6,6,12.3,23,287,SUV - SMALL,Z
3.6,6,10.9,26,255,FULL-SIZE,Z
4.8,8,12.7,22,298,FULL-SIZE,Z
3.0,6,11.4,25,267,FULL-SIZE,Z
3.6,6,11.1,25,262,FULL-SIZE,Z
3.0,6,11.5,25,271,FULL-SIZE,Z
4.8,8,12.8,22,300,FULL-SIZE,Z
4.8,8,12.9,22,303,FULL-SIZE,Z
3.6,6,11.9,24,279,PICKUP TRUCK - STANDARD,X
3.6,6,16.8,17,279,PICKUP TRUCK - STANDARD,E
3.6,6,11.3,25,264,PICKUP TRUCK - STANDARD,X
5.7,8,14.8,19,348,PICKUP TRUCK - STANDARD,X
5.7,8,13.6,21,319,PICKUP TRUCK - STANDARD,X
3.0,6,10.2,28,272,PICKUP TRUCK - STANDARD,D
3.0,6,9.8,29,264,PICKUP TRUCK - STANDARD,D
3.6,6,12.6,22,294,PICKUP TRUCK - STANDARD,X
3.6,6,17.8,16,296,PICKUP TRUCK - STANDARD,E
5.7,8,15.4,18,362,PICKUP TRUCK - STANDARD,X
5.7,8,14.1,20,330,PICKUP TRUCK - STANDARD,X
3.0,6,10.6,27,283,PICKUP TRUCK - STANDARD,D
2.4,4,9.8,29,231,SPECIAL PURPOSE VEHICLE,X
6.6,12,16.1,18,373,FULL-SIZE,Z
6.7,12,17.2,16,403,FULL-SIZE,Z
6.7,12,17.2,16,404,FULL-SIZE,Z
6.7,12,17.2,16,403,COMPACT,Z
6.7,12,17.2,16,404,COMPACT,Z
6.6,12,15.6,18,367,MID-SIZE,Z
2.0,4,8.4,34,197,MINICOMPACT,Z
2.0,4,9.6,29,224,MINICOMPACT,Z
1.8,4,7.4,38,173,MID-SIZE,X
2.5,4,9.0,31,211,COMPACT,X
2.5,4,9.0,31,210,COMPACT,X
0.9,3,6.9,41,157,TWO-SEATER,Z
2.0,4,9.4,30,222,SUV - SMALL,Z
2.5,4,8.7,32,204,SUV - SMALL,X
2.5,4,9.6,29,227,SUV - SMALL,X
2.0,4,7.6,37,177,COMPACT,X
2.0,4,8.4,34,197,COMPACT,X
2.0,4,7.6,37,177,STATION WAGON - SMALL,X
2.0,4,8.4,34,197,STATION WAGON - SMALL,X
2.5,4,7.9,36,185,MID-SIZE,X
2.5,4,9.4,30,220,MID-SIZE,X
2.5,4,8.3,34,196,SUV - SMALL,X
2.5,4,9.7,29,228,SUV - SMALL,X
3.6,6,10.5,27,246,SUV - SMALL,X
2.0,4,11.2,25,254,COMPACT,Z
2.0,4,10.0,28,233,COMPACT,Z
2.5,4,12.2,23,285,COMPACT,Z
2.0,4,8.1,35,191,SUV - SMALL,X
2.0,4,9.1,31,214,SUV - SMALL,X
2.0,4,7.5,38,175,SUV - SMALL,X
4.0,6,12.8,22,298,SUV - STANDARD,X
2.5,4,8.2,34,192,MID-SIZE,X
3.5,6,9.5,30,222,MID-SIZE,X
2.5,4,5.7,50,134,MID-SIZE,X
2.5,4,5.9,48,137,MID-SIZE,X
1.8,4,7.3,39,171,MID-SIZE,X
1.8,4,7.1,40,166,MID-SIZE,X
1.8,4,7.5,38,174,MID-SIZE,X
1.8,4,6.8,42,160,MID-SIZE,X
1.8,4,6.9,41,162,MID-SIZE,X
3.5,6,11.1,25,260,SUV - SMALL,X
3.5,6,11.6,24,272,SUV - STANDARD,X
3.5,6,8.5,33,198,SUV - STANDARD,X
3.5,6,8.4,34,195,SUV - STANDARD,X
1.8,4,4.5,63,104,MID-SIZE,X
1.5,4,4.7,60,111,COMPACT,X
1.8,4,5.6,50,131,STATION WAGON - MID-SIZE,X
2.5,4,9.0,31,212,SUV - SMALL,X
2.5,4,9.5,30,220,SUV - SMALL,X
2.5,4,7.2,39,169,SUV - SMALL,X
2.5,4,8.9,32,208,SUV - SMALL,X
3.5,6,11.4,25,267,MINIVAN,X
3.5,6,12.5,23,290,MINIVAN,X
2.7,4,11.1,25,261,PICKUP TRUCK - SMALL,X
3.5,6,11.4,25,267,PICKUP TRUCK - SMALL,X
2.7,4,11.7,24,274,PICKUP TRUCK - SMALL,X
2.7,4,11.9,24,279,PICKUP TRUCK - SMALL,X
3.5,6,11.9,24,280,PICKUP TRUCK - SMALL,X
3.5,6,12.5,23,292,PICKUP TRUCK - SMALL,X
3.5,6,12.9,22,300,PICKUP TRUCK - SMALL,X
4.6,8,14.3,20,335,PICKUP TRUCK - STANDARD,X
5.7,8,15.4,18,360,PICKUP TRUCK - STANDARD,X
4.6,8,15.1,19,351,PICKUP TRUCK - STANDARD,X
5.7,8,16.3,17,380,PICKUP TRUCK - STANDARD,X
2.7,4,10.4,27,244,SUV - SMALL,X
3.5,6,10.9,26,256,SUV - SMALL,X
2.7,4,10.5,27,241,SUV - SMALL,X
3.5,6,11.3,25,263,SUV - SMALL,X
1.5,4,6.4,44,151,COMPACT,X
1.5,4,6.7,42,157,COMPACT,X
1.5,4,7.3,39,170,COMPACT,X
1.5,4,7.1,40,165,COMPACT,X
1.8,4,8.4,34,196,COMPACT,X
1.8,4,8.4,34,196,SUBCOMPACT,X
1.8,4,8.7,32,203,COMPACT,X
2.0,4,9.3,30,217,COMPACT,Z
1.8,4,8.1,35,189,COMPACT,X
2.0,4,8.5,33,198,COMPACT,X
2.0,4,8.3,34,193,COMPACT,X
2.0,4,9.3,30,216,COMPACT,Z
2.0,4,9.4,30,220,COMPACT,Z
1.8,4,8.2,34,192,STATION WAGON - SMALL,X
1.4,4,7.3,39,173,COMPACT,X
1.4,4,7.2,39,168,COMPACT,X
1.8,4,8.0,35,186,COMPACT,X
2.0,4,8.6,33,201,COMPACT,X
2.0,4,8.8,32,207,COMPACT,X
1.4,4,5.3,53,124,COMPACT,Z
1.8,4,8.0,35,187,MID-SIZE,X
1.8,4,8.1,35,189,MID-SIZE,X
3.6,6,10.4,27,243,MID-SIZE,X
2.0,4,10.7,26,251,SUV - SMALL,Z
2.0,4,11.2,25,259,SUV - SMALL,Z
3.6,6,12.4,23,292,SUV - STANDARD,X
2.5,5,10.3,27,239,COMPACT,X
2.5,5,10.1,28,233,COMPACT,X
2.0,4,9.9,29,231,COMPACT,Z
3.0,6,11.2,25,259,COMPACT,X
2.0,4,8.3,34,193,MID-SIZE,X
2.5,5,10.3,27,239,STATION WAGON - SMALL,X
2.0,4,8.3,34,193,STATION WAGON - SMALL,X
2.5,5,10.1,28,233,STATION WAGON - SMALL,X
2.0,4,9.9,29,231,STATION WAGON - SMALL,Z
3.0,6,11.2,25,259,STATION WAGON - SMALL,X
2.0,4,9.1,31,213,SUV - SMALL,X
2.5,5,11.0,26,254,SUV - SMALL,X
2.0,4,9.7,29,226,SUV - SMALL,Z
2.0,4,10.6,27,247,SUV - SMALL,Z
